id,question_english,topic,category
TRP_RP_SEL_Q12_04,"I'm sorry, but there is a problem which I'll need you to resolve. You previously booked a non-refundable flight, but an unexpected emergency will prevent you from traveling next week. Call your travel agent, explain the sudden change of plans, and propose two or three alternatives to handle the tickets.",여행,롤플레이
TRP_RP_SEL_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. Your travel agent just informed you that the vacation package you wanted is fully booked for your preferred dates. Call your friend, leave a voicemail explaining the scheduling conflict, and offer two or three alternative travel plans.",여행,롤플레이
TRP_RP_SEL_Q12_06,"I'm sorry, but there is a problem which I'll need you to resolve. You just arrived at the airport only to find out that your flight is cancelled and all other outbound flights are fully booked. Call your travel agency immediately, explain the frustrating situation, and suggest two or three ways they can help you out.",여행,롤플레이
TRP_RP_SEL_SPC_07,"That's the end of the situation. Sometimes, things don't go as planned when we travel. Have you ever experienced anything surprising or highly unusual during a trip? Tell me the full story of that experience. Start by mentioning when and where you were going, and then share all the details that made the journey so unforgettable.",여행,롤플레이
TRP_RP_SEL_SPC_08,"That's the end of the situation. Think about a time when you encountered major difficulties while trying to set up your vacation plans. Tell me exactly what happened, what went wrong, and what steps you had to take to fix the schedule.",여행,롤플레이
TRP_RP_SEL_SPC_09,That's the end of the situation. Have you ever had to personally deal with the headache of a canceled flight? Describe that specific experience in full detail. Tell me when and where the cancellation occurred and what you did to successfully navigate the situation from beginning to end.,여행,롤플레이
TRR_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You are planning to visit a friend this weekend and need a train ticket. Go up to the ticket counter at the station and ask the staff three or four questions to successfully reserve your seat.,기차표,롤플레이
TRR_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. When you arrive at the train station, you realize you just missed your train and will definitely be late to meet your friend. Call your friend, explain the frustrating situation, and offer two or three alternative ways to meet up.",기차표,롤플레이
TRR_RP_COM_SPC_03,"That's the end of the situation. Have you ever missed a crucial flight, train, or bus while traveling? Tell me about a time when you struggled to reach your destination on time. Start with where you were headed and why, then explain the obstacles you faced and how you finally arrived.",기차표,롤플레이
TV_ADV_SEL_Q14_01,"Have advancements in audiovisual technology, like massive smart TVs, streaming services, and mobile devices, changed the way people stay entertained at home? Describe the major shifts you have noticed over the past ten years. What was home entertainment like before, and how is it different now?",텔레비전,어드밴스
TV_ADV_SEL_Q15_02,"What are some of the newest trends you've noticed regarding TV broadcasting, streaming platforms, or viewing technology? What are people currently talking about, and what is getting viewers so excited? Explain why these changes are so important to the audience.",텔레비전,어드밴스
TV_GEN_SEL_CHILD_05,"Tell me how you first became interested in watching TV shows or movies. Do you remember when and where it started, and what you watched? Describe how your viewing preferences have developed from that time until today.",텔레비전,일반
TV_GEN_SEL_CMP_04,"Television programs have definitely changed over time. Describe for me the kinds of TV shows you used to watch during your childhood. What were the storylines or characters like, and how were they different from the programs that are popular today?",텔레비전,일반
TV_GEN_SEL_DESC_01,Tell me more about the specific types of television programs or series you prefer to watch. What is your favorite genre and why does it appeal to you?,텔레비전,일반
TV_GEN_SEL_DESC_02,"Pick a television or film character that you really like, and tell me about everything they typically do on screen. What kind of role do they play in the story?",텔레비전,일반
TV_GEN_SEL_RCT_06,Tell me about the last TV show or movie that you watched. What was the main storyline and who were the characters involved? Give me all the details about how the story unfolded from beginning to end.,텔레비전,일반
TV_GEN_SEL_RTN_03,"Tell me about your typical routine when watching TV shows or movies at home. When and where do you usually watch them, and who do you typically spend this time with?",텔레비전,일반
TV_RP_SEL_Q11_01,I'd like to give you a situation and ask you to act it out. You are hosting a movie night at your place and invited a group of friends. Ask them three or four questions to decide what specific genre or film you should all watch together.,텔레비전,롤플레이
TV_RP_SEL_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You invited guests over to watch a movie, but when you try to hit play, the file won't load or the streaming service isn't working. Explain the technical issue to your friends and offer two or three different alternatives to save the movie night.",텔레비전,롤플레이
TV_RP_SEL_SPC_03,"That's the end of the situation. Have you ever planned to watch a highly anticipated movie or a live TV broadcast, but something unexpectedly interrupted you? Tell me about that specific incident. Mention when and where it occurred, who you were with, and exactly what stopped you from enjoying the show.",텔레비전,롤플레이
WKI_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. Your friend wants to invite you over to their place this weekend. Call your friend and ask three or four questions to figure out the exact plans and what you should expect.,주말초대,롤플레이
WKI_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. On the very day you were supposed to visit your friend, you wake up with an excruciating toothache. Call your friend, explain your pain in detail, and make some arrangements to reschedule the visit for another time.",주말초대,롤플레이
WKI_RP_COM_SPC_03,"That's the end of the situation. Have you ever planned to visit family or friends, but ultimately couldn't make it? Perhaps a sudden issue came up at work, or you had transportation trouble. Tell me everything about a visit you were forced to cancel and why.",주말초대,롤플레이
WRK_GEN_COM_CMP_02,How have the typical workplaces or jobs in your country changed compared to the past? What are the major differences between the corporate culture and office environments back then versus today? Please describe these shifts with as many details as you can.,직장,일반
WRK_GEN_COM_DESC_01,"Describe the standard office buildings or workplaces in your country. What is the physical layout usually like, and what kind of corporate atmosphere do employees typically experience?",직장,일반
WRK_GEN_COM_SPC_03,"Can you tell me about one of the very first jobs you ever had? What were your main responsibilities, who were your colleagues, and what valuable lessons did you learn from that early work experience? Please describe it in detail.",직장,일반
WTH_GEN_COM_CMP_03,How has the climate or weather in your country changed over time? What were the seasons generally like when you were growing up? Please explain how the weather patterns back then were different from what you experience today.,날씨,일반
WTH_GEN_COM_DESC_01,"Tell me about the general climate in your region. Do you experience distinct seasonal changes throughout the year, and what are the typical weather conditions like?",날씨,일반
WTH_GEN_COM_DESC_02,"Tell me about the current weather conditions outside right now. Is it raining, sunny, or windy where you are located today?",날씨,일반
WTH_GEN_COM_SPC_04,"Severe weather conditions can often cause serious disruptions. Tell me about a time when extreme weather created a major problem for you, such as flooded roads or heavy snow that closed down businesses. Describe the situation in detail and explain how you handled the challenges it caused.",날씨,일반
