id,question_id,survey_type,topic_category,topic,question_title,question_english,question_korean,answer_type,audio_url,audio_generated_at,audio_voice
390,COM_HOL_RP_C1_03,롤플레이,롤플레이,휴일 식사초대,"계획한 휴일이 예상과 달랐던 경험(여행 문제, 날씨 문제 등) 설명",That's the end of the situation. Have you ever had a holiday plan that did not go as you expected? Maybe you had trouble when you traveled. Maybe there was unusual weather that complicated your holiday plan. Tell me about the holiday that did not go the way you planned. Tell me everything that happen and what you did to deal with the situation.,"상황극이 끝났습니다. 휴일 계획이 뜻대로 안 된 적이 있나요? 여행에 문제가 생겼거나, 예상치 못한 날씨 때문에 어려웠던 경험을 자세히 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HOL_RP_C1_03.wav,2025-10-10 02:05:14.68+00,Aoede
391,SEL_TV_A_C5_01,선택형,어드밴스,TV,지난 10년간 영상 기술 발전과 변화 설명하기,"Have changes in audio visual technology such as cable TV, big screen TVs, computers, tablets, phones and video formats changed the way people are entertained at home? Describe the changes that you have noticed within the past 10 years. What was it like before and how is it different from now?","지난 10년간 케이블 TV, 대형 TV, 컴퓨터, 태블릿, 휴대폰 등 영상 미디어 기술이 어떻게 변했나요? 예전과 비교해서 어떤 점이 달라졌는지 설명해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_TV_A_C5_01.wav,2025-10-10 02:06:03.976+00,Aoede
392,SEL_TV_A_C5_02,선택형,어드밴스,TV,TV/영화/기술 관련 최신 트렌드 설명하기,"What are some of the new trends that you have noticed regarding TV, movie viewing, shows or technology? What are people talking about? What is it getting people excited? Why are these things of interest or importance to viewers?","요즘 TV나 영화 보기, 프로그램, 기술 관련해서 새롭게 생긴 트렌드에는 어떤 것들이 있나요? 사람들이 요즘 많이 이야기하는 건 뭔가요? 왜 그런 것들이 흥미롭거나 중요한 건가요?",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_TV_A_C5_02.wav,2025-10-10 02:06:46.304+00,Aoede
393,SEL_TRI_A1_01,선택형,어드밴스,국내여행,국내 여행이 어려워진 변화와 그 영향 설명하기,You indicated in the survey that you take vacations domestically. Most people say that traveling has become more difficult in the past 5 years. Tell me what types of changes you have observed when traveling and how these changes affected the traveler or travel experience.,"설문에서 국내 여행을 간다고 하셨는데요. 많은 사람들이 요즘 여행이 예전보다 어려워졌다고 이야기해요. 최근 몇 년간 여행할 때 어떤 변화들이 있었고, 그게 여행자나 여행 자체에 어떤 영향을 줬는지 말씀해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_TRI_A1_01.wav,2025-10-10 02:07:32.154+00,Aoede
394,SEL_TRI_A1_02,선택형,어드밴스,국내여행,"여행 시 자주 언급되는 문제와 원인, 해결 노력 설명하기","When people talk about traveling, what are the main issues or concerns they typically raise or discuss? What has caused these concerns? What is being done to address these concerns for the future?","사람들이 여행에 대해 이야기할 때 주로 어떤 고민이나 걱정을 하나요? 그런 문제들이 왜 생겼고, 앞으로는 어떻게 해결하려고 하나요?",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_TRI_A1_02.wav,2025-10-10 02:08:10.672+00,Aoede
395,SEL_SHO_A_C7_01,선택형,어드밴스,쇼핑,쇼핑 방식의 변화와 그 주요 변화 내용 설명하기,You indicated in the survey that you go shopping. Going shopping has changed a great deal over the years. Talk about the most significant changes in shopping over the years.,설문에서 쇼핑을 한다고 하셨는데요. 예전에 비해 쇼핑 방식이 많이 바뀌었죠. 쇼핑에서 가장 크게 달라진 점들은 어떤 것들인지 말씀해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_SHO_A_C7_01.wav,2025-10-10 02:08:53.463+00,Aoede
396,SEL_SHO_A_C7_02,선택형,어드밴스,쇼핑,요즘 인기 있는 제품/서비스와 그 이유 설명하기,What kinds of products and services do you hear shoppers are talking about the most these days? Why do you think they are generating so much interest? Tell me in detail about those products. What are people saying about them and why?,"요즘 사람들이 가장 많이 이야기하는 제품이나 서비스에는 어떤 것들이 있나요? 왜 그런 것들이 인기가 있는지, 사람들이 어떤 이야기를 하는지도 구체적으로 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_SHO_A_C7_02.wav,2025-10-10 02:09:34.33+00,Aoede
397,SEL_MOV_A_C4_01,선택형,어드밴스,영화,예전 영화와 현재 영화의 비교 (차이점/유사점) 설명하기,You indicated in the survey that you go to movies with adults. Could you compare the movies made today to movies you saw growing up? How have movies changed? What are the differences and similarities?,설문에서 어른들과 함께 영화를 본다고 하셨는데요. 요즘 영화와 어릴 때 봤던 영화는 어떻게 다른가요? 두 시기의 영화들을 비교해서 설명해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_MOV_A_C4_01.wav,2025-10-10 02:10:14.884+00,Aoede
398,SEL_MOV_A_C4_02,선택형,어드밴스,영화,친구들과 영화 이야기 주제와 그 중요성 설명하기,"When your friends or family talk about movies, what topics or issues regarding movies do you discuss? Why are these issues of interest or concern to your friends? What makes them so important?","가족이나 친구들과 영화 이야기를 할 때 보통 어떤 주제나 문제에 대해 이야기하나요? 그 주제가 왜 중요한지, 왜 흥미로운지 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_MOV_A_C4_02.wav,2025-10-10 02:10:55.809+00,Aoede
399,SEL_MUS_A_C3_01,선택형,어드밴스,음악,두 가지 음악 장르 비교 및 차이점 설명하기,"You indicated in the survey that you listen to music. Pick two different kinds of music or composers. Describe each in as much detail as possible, and then compare the similarities and differences between them.","설문에서 음악을 듣는다고 하셨죠. 서로 다른 장르나 뮤지션 두 명을 골라서 각각 자세히 설명해 주시고, 두 음악 스타일의 공통점과 차이점도 비교해서 말씀해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_MUS_A_C3_01.wav,2025-10-07 09:54:02.623+00,Aoede
400,SEL_MUS_A_C3_02,선택형,어드밴스,음악,음악 관련 기기나 제품의 인기 이유 설명하기,What new electronic gadgets or equipment are people who like music interested in these days? What are they talking about? What new products excite them and why?,"요즘 음악을 좋아하는 사람들이 관심 있어 하는 전자 기기나 장비에는 어떤 것들이 있나요? 어떤 제품이 특히 인기 있고, 왜 그런지 설명해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_MUS_A_C3_02.wav,2025-10-10 02:11:34.691+00,Aoede
401,SEL_VAC_A_C3_01,선택형,어드밴스,집에서 보내는 휴가,예전과 지금의 휴가 방식 비교하기,You indicated in the survey that you stay at home for vacations. How do most people spend their vacations in your country? How does that compare to the way people spent their vacations when you were growing up? Are they doing things differently? How have things changed and why have things changed? Please take a minute to discuss this topic.,"설문에서 집에서 휴가를 보낸다고 하셨죠. 보통 사람들이 휴가를 어떻게 보내는지, 과거와 비교해서 어떻게 달라졌는지도 함께 말씀해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_VAC_A_C3_01.wav,2025-10-10 02:12:24.351+00,Aoede
402,SEL_VAC_A_C3_02,선택형,어드밴스,집에서 보내는 휴가,휴가가 개인 건강과 관계에 미치는 효과 설명하기,"Experts state that vacations are important for every individual. Take a minute and report for me the important benefits of vacation time to a person's health, relationships and personal growth.","전문가들은 휴가가 모든 사람에게 중요하다고 이야기합니다. 휴가가 건강, 인간관계, 개인 성장에 어떤 도움이 되는지 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_VAC_A_C3_02.wav,2025-10-10 02:13:05.337+00,Aoede
403,SEL_OTR_A_C5_01,선택형,어드밴스,해외여행,"해외여행의 변화와 과거 경험, 최근 변화 설명하기",You indicated in the survey that you take vacations internationally. How has traveling to other countries changed over the years? Is it easier or more difficult? Describe what the experience was like in the past and what changes you have seen.,"설문에서 해외여행을 간다고 하셨죠. 예전에 비해 해외여행은 어떻게 달라졌나요? 더 쉬워졌나요, 아니면 어려워졌나요? 과거와 현재의 경험을 비교해서 설명해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_OTR_A_C5_01.wav,2025-10-10 02:13:48.617+00,Aoede
404,SEL_OTR_A_C5_02,선택형,어드밴스,해외여행,해외여행 시 관심 주제와 그 이유 설명하기,"When people discuss traveling to other countries, what are the things that they are most interested in doing or seeing? Why are these things of such interest or importance to travelers?","사람들이 해외여행에 대해 이야기할 때, 주로 어떤 것들을 보고 싶어 하고, 무엇을 하려고 하나요? 왜 그런 것들이 여행자들에게 중요할까요?",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_OTR_A_C5_02.wav,2025-10-10 02:14:30.473+00,Aoede
405,SEL_HOM_A1_01,선택형,어드밴스,집,집안 문제 해결 방식의 세대 간 차이 설명하기,I would now like to talk about where you live. Compare how you solve problems in your home now to how your parents or friends solve problems that occur in their homes. How is it the same? How is it different?,"지금 사는 집에서 문제를 해결하는 방식과 부모님이나 친구들이 사는 집에서 문제를 해결하는 방식은 어떻게 다르나요? 어떤 점이 같고, 어떤 점이 다른지 비교해서 이야기해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_HOM_A1_01.wav,2025-10-10 02:15:10.393+00,Aoede
406,SEL_HOM_A1_02,선택형,어드밴스,집,최근 5~10년간 집의 형태 변화와 특징 설명하기,I would like to now talk about where you live. How has the style of homes changed over the past 5 or 10 years at where you live? Are the homes being built today different from the homes built 10 years ago? What developments or changes have you noticed?,요즘 사는 집의 스타일이 5~10년 전과 비교해서 어떻게 바뀌었나요? 최근에 새로 지어진 집들은 예전과 어떻게 다른가요? 변화된 점들을 자세히 말씀해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_HOM_A1_02.wav,2025-10-10 02:15:56.972+00,Aoede
407,SEL_HOM_A1_03,선택형,어드밴스,집,주택 임대 시 주요 문제와 해결 방식 설명하기,What are the major problems most people have when they rent a home or an apartment? How do people deal with these issues? How do these things affect how or where people live?,사람들이 집이나 아파트를 빌릴 때 보통 겪는 문제는 어떤 것들이 있나요? 이런 문제들을 어떻게 해결하나요? 이런 문제들이 사람들의 거주 방식에 어떤 영향을 주는지도 설명해 주세요.,advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_HOM_A1_03.wav,2025-10-10 02:16:36.41+00,Aoede
408,SEL_HOM_A1_04,선택형,어드밴스,집,지역 주택 공급 문제에 대한 논란 설명하기,Sometimes the issues of too many new homes or not enough new homes can create a controversy in a community. Think of a time when the issue regarding housing was in the news in your area. What was the issue and why were people talking about it?,"집이 너무 많이 생기거나 너무 부족해서 지역 사회에 갈등이 생기는 경우도 있죠. 그런 일이 실제로 있었던 적이 있다면, 어떤 이슈였고 왜 사람들이 그것에 대해 이야기했는지 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_HOM_A1_04.wav,2025-10-10 02:17:20.795+00,Aoede
409,COM_HOM_A2_01,공통형,어드밴스,가전/전자제품,새로운 가전제품이 집안일에 미친 영향 설명하기,I'd like to now talk about where you live. Many homes today are equipped with new appliances or electronic devices that make everyday life more convenient. What are some of these new home appliances or electronic devices? How have they changed household responsibilities?,"요즘 집에는 생활을 더 편리하게 해주는 가전제품이나 전자기기들이 많이 있죠. 그런 새로운 가전제품이나 기기들에는 어떤 것들이 있는지, 그리고 그것들이 집안일에 어떤 변화를 가져왔는지 말씀해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HOM_A2_01.wav,2025-10-10 02:18:06.259+00,Aoede
410,COM_HOM_A2_02,공통형,어드밴스,가전/전자제품,사람들이 유용하다고 생각하는 가전제품 설명하기,Think about a specific modern appliance or device that people consider as useful or convenient at home. What do people say about this home appliance or device?,집에서 유용하거나 편리하다고 여겨지는 특정한 가전제품이나 기기에 대해 말씀해 주세요. 사람들은 그 제품에 대해 어떤 이야기를 하나요?,advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HOM_A2_02.wav,2025-10-10 02:18:47.852+00,Aoede
411,COM_HOM_A2_03,공통형,어드밴스,가전/전자제품,가전제품 전ㆍ후 생활의 변화 비교 설명하기,How have home appliances changed our lives? How was life before the appliances different from life now? What is the biggest change on our lives?,가전제품이 우리의 삶을 어떻게 바꿔 놓았는지 설명해 주세요. 가전제품이 없던 시절의 생활은 지금과 어떻게 달랐나요? 가장 큰 변화는 무엇이라고 생각하시나요?,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HOM_A2_03.wav,2025-10-10 02:43:04.754+00,Aoede
412,COM_FAM_A_C6_01,공통형,어드밴스,가족/친구,두 친구/가족의 특징과 공통점/차이점 설명하기,"Describe two different friends or family members. Describe each in as much detail as you can. Then, tell me what similarities they have in common and what the differences between them are.",친구나 가족 중 두 사람을 골라서 각각 어떤 사람인지 자세히 묘사해 주세요. 그들이 공통적으로 가진 점과 서로 다른 점도 함께 말씀해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_A_C6_01.wav,2025-10-10 02:20:05.782+00,Aoede
413,COM_FAM_A_C6_02,공통형,어드밴스,가족/친구,가족/친구와 자주 이야기하는 주제와 그 중요성 설명하기,"When you get together with friends and family, what are some of the topics of interests that are discussed. Why are these things of interest or concern? How do these things affect their lives? Please explain in as much detail as you can.","친구나 가족과 모였을 때 보통 어떤 주제로 이야기를 나누시나요? 왜 그런 주제가 관심사나 걱정거리가 되는지, 그것이 그들의 삶에 어떤 영향을 주는지도 자세히 설명해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_A_C6_02.wav,2025-10-10 02:43:48.091+00,Aoede
414,COM_HEA_A_C6_01,공통형,어드밴스,건강,세대 간 건강에 대한 인식 차이 설명하기,"Different generations have different views on what is healthy. Some generations think people have to be skinny in order to be healthy, while others believe people must be muscular. What did your parents’ generation think people have to be like in order to be healthy? How does that compare to what your generation believes?","세대마다 건강에 대한 생각이 조금씩 다르죠. 어떤 세대는 날씬해야 건강하다고 하고, 또 어떤 세대는 근육질이어야 건강하다고 하기도 해요. 당신의 부모님 세대는 건강하려면 어떤 모습이어야 한다고 생각했나요? 지금 세대와 비교해서 설명해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_A_C6_01.wav,2025-10-10 02:44:35.551+00,Aoede
415,COM_HEA_A_C6_02,공통형,어드밴스,건강,어릴 적 건강 유지 방법과 현재의 차이 설명하기,"Describe how people usually stayed in good shape when you were a child. What kinds of sports did they play? Did people go to gyms? Describe what fitness was like then, and how it has changed over the years.",어릴 적 사람들은 건강을 유지하기 위해 어떤 운동을 했었나요? 어떤 스포츠가 인기였나요? 헬스장에 가는 사람들도 있었나요? 그 당시의 운동 방식과 지금의 운동 문화가 어떻게 달라졌는지 말씀해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_A_C6_02.wav,2025-10-10 02:45:17.847+00,Aoede
416,COM_HEA_A_C6_03,공통형,어드밴스,건강,건강 관련 뉴스 사례와 지역 반응 설명하기,There are often health related news stories. Tell me about a recent news story related to health issues. Describe what happened in detail and what the reaction of your community was to the story.,"건강과 관련된 뉴스는 자주 나오죠. 최근에 들은 건강 관련 뉴스 중 기억에 남는 내용을 자세히 이야기해 주세요. 어떤 일이 있었고, 그 뉴스에 대해 사람들은 어떻게 반응했는지도 함께 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_A_C6_03.wav,2025-10-10 02:22:34.315+00,Aoede
417,COM_HEA_A_C6_04,공통형,어드밴스,건강,건강 이슈가 있었던 지역 사건 설명하기,"Describe a recent event in your area that involved health issues. Perhaps, something happened in the food or medical industries. Perhaps, something related to sports happened or a ban on smoking was enacted. Describe what happened in detail including the reaction of your community.","최근에 건강과 관련된 일이 지역에서 있었던 적이 있다면 말씀해 주세요. 음식이나 의료 분야일 수도 있고, 금연 정책처럼 스포츠나 제도와 관련된 것일 수도 있습니다. 어떤 일이 있었고, 지역 사회의 반응은 어땠는지 자세히 설명해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_A_C6_04.wav,2025-10-10 02:46:05.626+00,Aoede
418,COM_GAT_A_C4_01,공통형,어드밴스,지역 축제/행사,어릴 적과 지금의 행사/모임 변화 설명하기,How have celebrations and gatherings in your country changed since you were a child? Are there more of these events now than before? What sorts of events are more popular today than in the past?,"어릴 적과 비교했을 때, 요즘 한국의 모임이나 축제는 어떻게 달라졌나요? 지금은 어떤 행사들이 더 자주 열리나요? 인기 있는 행사에는 어떤 것들이 있는지도 말씀해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_GAT_A_C4_01.wav,2025-10-10 02:46:43.392+00,Aoede
419,COM_GAT_A_C4_02,공통형,어드밴스,지역 축제/행사,소도시와 대도시의 모임 문화 차이 설명하기,Gatherings and celebrations in small towns are often different from those in big cities. Tell me about some of the similarities and differences between the celebrations people have in small towns and in big cities in your country.,작은 도시나 시골에서의 모임과 대도시에서의 모임은 어떻게 다를까요? 공통점과 차이점을 구체적으로 말씀해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_GAT_A_C4_02.wav,2025-10-10 02:47:28.684+00,Aoede
420,COM_GAT_A_C4_03,공통형,어드밴스,지역 축제/행사,지역 행사 준비 시 어려움과 논의된 문제 설명하기,"When the celebrations and gatherings may be important to people in a city or town, it takes a lot of work, organization and money to put on a successful event. Have there been discussions about the difficulties of having these sorts of events in your area? Tell me about one such event and things people discussed regarding the difficulties of organizing it.","어떤 지역 축제나 행사가 성공적으로 열리기 위해서는 많은 준비와 예산, 노력이 필요하죠. 이런 행사 준비와 관련해 어려움이 논의된 적이 있다면, 어떤 행사였고 사람들이 어떤 점을 어려워했는지 설명해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_GAT_A_C4_03.wav,2025-10-10 02:48:16.496+00,Aoede
421,COM_GAT_A_C4_04,공통형,어드밴스,지역 축제/행사,지역 행사에 대한 사람들의 불만과 반응 설명하기,"What kinds of concerns do you hear people express when they have gatherings and celebrations in your area? Do people complain about traffic, parking, noise, garbage or other problems? What do people in your area say about such celebrations?","지역에서 축제나 모임이 있을 때, 사람들이 자주 말하는 불편사항이나 걱정은 어떤 것들이 있나요? 예를 들면 교통, 주차, 소음, 쓰레기 문제 등이 있을 수 있죠. 그런 점에 대해 사람들은 어떤 이야기를 하나요?",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_GAT_A_C4_04.wav,2025-10-10 02:49:02.126+00,Aoede
422,COM_IND_A_C5_01,공통형,어드밴스,산업,최근 3년간 주목한 산업과 그 변화 설명하기,"Can you tell me about an industry that you follow? Maybe you are interested in the food industry, energy, mobile computing, or another industry. What was this industry like 3 years ago? How has it changed since then?","당신이 관심 있는 산업 분야에 대해 이야기해 주세요. 예를 들어 음식 산업, 에너지 산업, 모바일 산업 등 어떤 것이든 좋습니다. 그 산업은 3년 전과 비교해 어떻게 달라졌나요?",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_IND_A_C5_01.wav,2025-10-10 02:26:12.654+00,Aoede
423,COM_IND_A_C5_02,공통형,어드밴스,산업,산업 진출을 위한 교육/훈련 방식 변화 설명하기,How do people prepare for future work in your country's industries? Do they get general education first or receive specific training once they join the company? Do they receive specific job training from a young age? How has the process changed over the past 5 years? Give me all the details.,"당신의 나라에서는 사람들이 산업에 대비해 어떻게 미래를 준비하나요? 일반적인 교육을 먼저 받나요, 아니면 회사에 입사한 후에 구체적인 직무 교육을 받나요? 또는 어릴 때부터 직업 교육을 받기도 하나요? 지난 5년 동안 그 과정은 어떻게 달라졌는지 자세히 설명해 주세요.",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_IND_A_C5_02.wav,2025-10-10 02:49:48.908+00,Aoede
424,COM_IND_A_C5_03,공통형,어드밴스,산업,기대에 못 미친 신제품 사례와 반응 설명하기,Tell me about a time when a product did NOT meet the expectations of the public. Maybe the gaming industry produced a new video game platform that did not perform well or a new smartphone or a software program had problems when it was first released. Tell me all about what happened in detail and describe the reactions of the public and the industry to that issue.,"대중의 기대를 충족하지 못한 제품에 대해 이야기해 주세요. 예를 들어 게임 회사에서 출시한 게임기가 문제가 있었거나, 새 스마트폰이나 소프트웨어가 문제가 있었던 경우도 있을 수 있습니다. 어떤 일이 있었고, 사람들과 업계의 반응은 어땠는지 구체적으로 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_IND_A_C5_03.wav,2025-10-10 02:50:42.061+00,Aoede
425,COM_IND_A_C5_04,공통형,어드밴스,산업,현재 인기 있는 산업/회사와 관심 이유 설명하기,What is an industry or a company that people in your country are talking about nowadays? Tell me why people are interested in this industry and what they are saying about it. Give me lots of details.,"최근 사람들 사이에서 많이 언급되는 산업이나 기업이 있다면 소개해 주세요. 왜 사람들이 이 산업에 관심을 가지고 있는지, 어떤 이야기를 하는지 자세히 설명해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_IND_A_C5_04.wav,2025-10-10 02:51:23.385+00,Aoede
426,COM_FOO_A_C6_01,공통형,어드밴스,음식,지난 20년간 식료품 쇼핑의 변화와 특징 설명하기,How has food shopping changed over the last 20 years? What have been some of the trends or changes you have noticed when comparing shopping today with that of the past?,식료품 쇼핑 문화는 지난 20년 동안 어떻게 변해왔나요? 과거와 비교했을 때 눈에 띄는 변화나 트렌드는 어떤 것들이 있었나요?,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_A_C6_01.wav,2025-10-10 02:52:03.078+00,Aoede
427,COM_FOO_A_C6_02,공통형,어드밴스,음식,식품 안전 문제 관련 뉴스 사례 설명하기,There have been many stories in the news of foods that have been contaminated or that contained dangerous bacteria. Tell me about the food scare stories you heard about or read about.,"식품 오염이나 식중독과 관련된 뉴스는 종종 보도되죠. 기억에 남는 식품 관련 사건이 있다면 이야기해 주세요. 어떤 문제가 있었고, 사람들은 어떻게 반응했는지도 함께 말씀해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_A_C6_02.wav,2025-10-10 02:52:42.85+00,Aoede
428,COM_RES_A_C7_01,공통형,어드밴스,외식/배달 문화,건강을 의식한 외식 트렌드 변화 설명하기,There is a trend in the restaurant industry to offer healthier choices designed to attract the health-conscious consumer. What changes have you observed in this regard in recent years?,요즘 음식점들은 건강을 중요시하는 소비자들을 끌기 위해 더 건강한 메뉴를 제공하려는 경향이 있습니다. 최근 몇 년 동안 이런 변화가 어떤 방식으로 나타났는지 설명해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_A_C7_01.wav,2025-10-10 02:53:23.768+00,Aoede
429,COM_RES_A_C7_02,공통형,어드밴스,외식/배달 문화,외식 문화 변화와 그 이유 설명하기,What kinds of changes in restaurants or eating out have you noticed over the last few years? How was eating out different? What has brought about some of these changes?,"최근 몇 년 동안 외식 문화에 어떤 변화가 있었나요? 예전과 달라진 점은 무엇이며, 그 변화가 생겨난 이유는 무엇이라고 생각하시나요?",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_A_C7_02.wav,2025-10-10 02:54:05.681+00,Aoede
430,COM_RES_A_C7_03,공통형,어드밴스,외식/배달 문화,패스트푸드점의 건강 메뉴 도입 배경 설명하기,"Many fast-food, take-out or delivery restaurants are now offering healthier choices. Why do you think this change has come about in recent years? Was it a result of consumer pressure, market forces or something else?","요즘 패스트푸드나 배달 음식점에서도 건강한 메뉴를 제공하곤 하죠. 왜 이런 변화가 생겼다고 생각하시나요? 소비자의 요구 때문인가요, 시장 변화 때문인가요, 아니면 다른 이유가 있나요?",advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_A_C7_03.wav,2025-10-10 02:54:44.439+00,Aoede
431,COM_RES_A_C7_04,공통형,어드밴스,외식/배달 문화,체인점과 지역 음식점의 비교 및 장단점 설명하기,"The advantage of chain restaurants such as McDonald's is that the consumer knows what to expect in terms of menu, prices, etc. Are there certain advantages to small, local restaurants? How would you compare the two in terms of the overall experience each provides?",맥도날드 같은 체인 음식점은 메뉴나 가격 등에서 예상 가능한 장점이 있죠. 그렇다면 지역의 작은 음식점에는 어떤 장점이 있을까요? 두 가지를 비교해서 전체적인 경험 측면에서 이야기해 주세요.,advanced_14,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_A_C7_04.wav,2025-10-10 02:55:33.331+00,Aoede
432,COM_RES_A_C7_05,공통형,어드밴스,외식/배달 문화,친구/가족과 음식점 이야기 시 중요하게 여기는 요소 설명하기,"When your friends or family discuss restaurants they like or dislike, what are some of the characteristics they discuss the most? How do these characteristics affect their dining experiences?","친구나 가족이 음식점 이야기를 할 때, 주로 어떤 기준으로 좋아하거나 싫어하나요? 그런 기준이 식사 경험에 어떤 영향을 미치는지도 설명해 주세요.",advanced_15,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_A_C7_05.wav,2025-10-10 02:56:12.346+00,Aoede
